tau,Admm,Apgd,Baraff,Bgs,BlockedJacobi,BoxedSemiSmoothNewton,Dantzig,Direct,FischerBurmeisterNewton,InteriorPoint,Jacobi,Lemke,MinimumMapNewton,Mprgp,Nncg,PenalizedFischerBurmeisterNewton,Pgs,RedBlackGaussSeidel,Sap,ShockPropagation,Staggering,SubspaceMinimization,SymmetricPsor,Tgs
5.4774,0.6667,0.6667,0.0000,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.1667,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
5.5226,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.1667,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
5.5678,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.1667,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
5.6131,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.1667,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
5.6583,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.1667,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
5.7035,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
5.7487,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
5.7940,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
5.8392,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
5.8844,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
5.9296,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
5.9749,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
6.0201,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
6.0653,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
6.1106,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
6.1558,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
6.2010,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
6.2462,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
6.2915,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
6.3367,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.5000,0.6667,0.6667
6.3819,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
6.4271,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
6.4724,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
6.5176,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
6.5628,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
6.6080,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
6.6533,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
6.6985,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.3333,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
6.7437,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.5000,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
6.7889,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.5000,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
6.8342,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.5000,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
6.8794,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.5000,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
6.9246,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.5000,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
6.9698,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.5000,0.6667,0.1667,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.0151,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.0603,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.1055,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.1508,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.1960,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.2412,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.2864,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.3317,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.0000,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.3769,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.4221,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.4673,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.5126,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.5578,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.0000,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.6030,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.6482,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.6935,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.7387,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.7839,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.8291,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.3333,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.8744,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.9196,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
7.9648,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.0101,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.0553,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.1005,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.1457,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.1910,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.2362,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.2814,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.3266,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.3719,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.4171,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.4623,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.5075,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.5528,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.5980,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.6432,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.6884,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.7337,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.7789,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.8241,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.8693,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.9146,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
8.9598,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.0050,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.5000,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.0503,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.0955,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.1407,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.1859,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.2312,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.2764,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.3216,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.1667,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.3668,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.4121,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.4573,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.5025,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.5477,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.5930,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.6382,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.6834,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.7286,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.7739,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.8191,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.8643,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.9095,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
9.9548,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
10.0000,0.6667,0.6667,0.1667,0.0000,0.0000,0.3333,0.6667,0.3333,0.3333,0.0000,0.6667,0.0000,0.5000,0.6667,0.6667,0.1667,0.6667,0.6667,0.6667,0.0000,0.6667,0.6667,0.6667,0.6667
